genotipo,planta,Clone,Ubicacion,Heading.date ,Lenght.day,Tmean,Tmin,Tmax,N.espigui.espi,N.gr20 ,N.gr.total,Fertility,Tallo.emer
T650T552,14,1,jaulon,26/04/13,13.35,20.2,15.9,26.7,18,18,44,90,13
T650T552,14,1,jaulon,26/04/13,13.35,20.2,15.9,26.7,20,8,32,40,14
T650T552,14,1,jaulon,26/04/13,13.35,20.2,15.9,26.7,18,7,21,35,15
T650T552,14,1,jaulon,26/04/13,13.35,20.2,15.9,26.7,20,9,28,45,16
T650T552,14,1,jaulon,26/04/13,13.35,20.2,15.9,26.7,18,7,39,35,17
T650T552,15,1,jaulon,28/03/13,12.27,15.8,12.1,20.4,18,7,11,35,1
T650T552,15,1,jaulon,10/04/13,12.58,16.1,12.5,20.6,20,16,66,80,2
T650T552,15,1,jaulon,12/04/13,13.03,17.5,13.2,22.9,22,19,65,95,3
T650T552,15,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,0,0,0,4
T650T552,15,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,13,47,65,5
T650T552,15,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,14,49,70,6
T650T552,15,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,15,41,75,7
T650T552,15,1,jaulon,20/04/13,13.21,18.9,11.8,25.5,22,16,52,80,8
T650T552,15,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,16,47,80,9
T650T552,15,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,18,71,90,10
T650T552,15,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,4,23,20,11
T650T552,15,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,18,42,90,12
T650T552,15,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,13,50,65,13
T650T552,15,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,18,14,66,70,14
T650T552,15,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,18,7,26,35,15
T650T552,15,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,7,24,35,16
T650T552,16,1,jaulon,25/03/13,12.19,12.1,7.4,15.9,20,1,7,5,1
T650T552,16,1,jaulon,10/04/13,12.58,16.1,12.5,20.6,20,18,80,90,2
T650T552,16,1,jaulon,14/04/13,13.08,20.2,11.6,29.4,20,16,87,80,3
T650T552,16,1,jaulon,15/04/13,13.10,20.2,13.4,28,22,0,0,0,4
T650T552,16,1,jaulon,17/04/13,13.14,22.4,13.5,33.3,20,19,75,95,5
T650T552,16,1,jaulon,17/04/13,13.14,22.4,13.5,33.3,20,7,26,35,6
T650T552,16,1,jaulon,19/04/13,13.19,21.5,13.1,30,16,14,43,70,7
T650T552,16,1,jaulon,19/04/13,13.19,21.5,13.1,30,16,10,40,50,8
T650T552,16,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,13,41,65,9
T650T552,16,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,9,48,45,10
T650T552,16,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,15,48,75,11
T650T552,16,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,18,13,47,65,12
T650T552,16,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,19,75,95,13
T650T552,16,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,15,67,75,14
T650T552,16,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,18,8,28,40,15
T650T552,16,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,9,40,45,16
T650T552,16,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,11,57,55,17
T650T552,17,1,jaulon,01/04/13,12.37,14.4,10.4,19.3,18,3,4,15,1
T650T552,17,1,jaulon,10/04/13,12.58,16.1,12.5,20.6,18,3,3,15,2
T650T552,17,1,jaulon,17/04/13,13.14,22.4,13.5,33.3,20,17,62,85,3
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,0,0,0,4
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,15,55,75,5
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,18,63,90,6
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,18,54,90,7
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,14,41,70,8
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,20,75,100,9
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,16,61,80,10
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,6,11,30,11
T650T552,17,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,16,49,80,12
T650T552,17,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,18,14,45,70,13
T650T552,17,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,18,67,90,14
T650T552,17,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,13,73,65,15
T650T552,17,1,jaulon,22/04/13,13.26,18.9,12.1,26.6,20,15,63,75,16
T650T552,17,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,11,58,55,17
T650T552,17,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,20,20,100,18
T650T552,17,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,15,54,75,19
T650T552,17,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,15,69,80,20
T650T552,17,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,15,56,75,21
T650T552,18,1,jaulon,27/03/13,12.24,15.3,13.4,19.2,18,3,22,15,1
T650T552,18,1,jaulon,08/04/13,12.53,14.1,6.9,21.1,20,7,31,35,2
T650T552,18,1,jaulon,12/04/13,13.03,17.5,13.2,22.9,20,17,64,85,3
T650T552,18,1,jaulon,12/04/13,13.03,17.5,13.2,22.9,22,0,0,0,4
T650T552,18,1,jaulon,15/04/13,13.10,20.2,13.4,28,22,14,72,70,5
T650T552,18,1,jaulon,16/04/13,13.12,21.3,13.2,30.8,22,18,64,90,6
T650T552,18,1,jaulon,17/04/13,13.14,22.4,13.5,33.3,20,18,56,90,7
T650T552,18,1,jaulon,17/04/13,13.14,22.4,13.5,33.3,20,17,59,85,8
T650T552,18,1,jaulon,18/04/13,13.17,22.3,14.2,31.6,22,13,57,65,9
T650T552,18,1,jaulon,18/04/13,13.17,22.3,14.2,31.6,18,16,61,80,10
T650T552,18,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,19,90,95,11
T650T552,18,1,jaulon,19/04/13,13.19,21.5,13.1,30,20,20,79,100,12
T650T552,18,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,14,52,70,13
T650T552,18,1,jaulon,19/04/13,13.19,21.5,13.1,30,18,14,49,70,14
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,15,59,75,15
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,17,70,85,16
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,18,73,90,17
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,20,20,100,18
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,18,17,70,85,19
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,18,60,90,20
T650T552,18,1,jaulon,24/04/13,13.31,16.8,9.9,24.8,20,15,58,75,21
